USER_NAME,AGE,HEIGHT,GENDER,SALE_AMOUNT,LAST_PURCHASE_DATE
Barry Bohi,28,154,F,72510,2017-06-08T12:15:30+08:00
May King,58,153,M,28087,2015-07-15T15:15:30Z
Ben King,22,170,M,26073,2020-05-29T21:15:30Z
Vanessa Ling,39,172,M,88439,2020-09-01T13:15:30Z
Vanessa Ginger,14,184,,84252,2020-05-29T21:15:30Z
John Ling,63,177,F,14556,2020-09-01T13:15:30Z
Barry Tam,32,145,,85870,2019-11-05T13:15:30Z
Vanessa Ling,36,148,,73722,2019-11-05T13:15:30Z
Barry Tam,17,140,F,55858,2019-08-23T01:01:30Z
Steven Bohi,19,157,,64908,2019-11-05T13:15:30Z
Tommy Bohi,78,149,,72324,2020-10-01T10:15:30Z
May Wong,47,186,,54420,2019-11-05T13:15:30Z
Tommy Parker,58,169,,31826,2015-07-15T15:15:30Z
Tom Wong,63,153,M,9192,2017-06-08T12:15:30+08:00
Tom Bohi,38,184,F,92894,2015-07-15T15:15:30Z
Barry Chan,65,182,F,11229,2017-06-08T12:15:30+08:00
David Bohi,37,167,,72911,2020-01-25T18:15:30+08:00
Steven ,53,163,M,86543,2015-07-15T15:15:30+05:00
 Fisher,10,178,,59147,2020-01-25T18:15:30Z
David Ginger,77,150,,95812,2014-02-15T11:14:30Z
Vanessa King,30,168,F,41548,2015-07-15T15:15:30+05:00
Steven Chan,65,149,M,47772,2019-01-15T13:15:30Z
Tommy Chan,37,183,,70761,2014-02-15T11:14:30+01:00
Vanessa Chan,18,148,,9929,2014-02-15T11:14:30Z
Steven Chan,65,141,,45693,2014-02-15T11:14:30Z
Ben Ling,13,187,,30831,2014-02-15T11:14:30+01:00
Tommy Wong,48,181,M,69648,2019-01-15T13:15:30Z
 Law,49,178,,65386,2014-02-15T11:14:30+01:00
Vanessa King,38,153,F,43702,2020-05-29T21:15:30+08:00
David Bohi,50,160,F,25326,2019-11-05T13:15:30Z
John Fisher,51,161,M,56344,2015-07-15T15:15:30+05:00
David Ling,24,154,F,42183,2020-01-25T18:15:30+08:00
David Ling,43,170,,75397,2017-06-08T12:15:30Z
Vanessa Bohi,44,169,F,53535,2017-06-08T12:15:30Z
Barry Ginger,31,166,F,58877,2014-02-15T11:14:30Z
May Ginger,35,158,M,9662,2015-07-15T15:15:30+05:00
Kenny Tam,43,187,F,70356,2017-06-08T12:15:30Z
Ben ,64,189,M,16285,2020-09-01T13:15:30Z
Vanessa Tam,43,152,,11346,2019-08-23T01:01:30Z
 Fisher,26,160,F,14794,2020-05-29T21:15:30+08:00
Tom King,23,185,M,65364,2015-07-15T15:15:30Z
John Chan,32,141,F,17680,2015-07-15T15:15:30+05:00
Tom Bohi,17,155,,75785,2017-06-08T12:15:30Z
 Law,31,161,F,60589,2015-07-15T15:15:30Z
Steven King,65,146,F,26625,2015-07-15T15:15:30+05:00
Ben Ling,45,182,,80285,2017-06-08T12:15:30Z
Tommy Tam,32,164,F,80260,2014-02-15T11:14:30Z
Vanessa Ling,12,146,F,70962,2017-06-08T12:15:30+08:00
David ,43,146,F,42585,2019-08-23T01:01:30Z
 Fisher,60,154,,59490,2020-05-29T21:15:30+08:00
May Parker,59,151,F,60985,2015-07-15T15:15:30+05:00
Barry Wong,11,141,,97740,2019-08-23T01:01:30Z
 Parker,12,160,F,37147,2019-08-23T01:01:30Z
John Fisher,72,170,F,37931,2020-01-25T18:15:30Z
Kenny ,28,165,,9395,2015-07-15T15:15:30Z
 Wong,58,162,,13850,2020-01-25T18:15:30+08:00
Barry Wong,34,180,M,72704,2020-05-29T21:15:30+08:00
David Chan,52,152,F,94049,2020-01-25T18:15:30Z
 Law,21,143,M,42050,2019-08-23T01:01:30Z
Tommy Chan,34,190,F,45666,2020-10-01T10:15:30Z
Barry Chan,24,167,,21521,2020-01-25T18:15:30Z
John Tam,28,178,M,83395,2014-02-15T11:14:30Z
May ,33,187,F,94882,2019-08-23T01:01:30Z
David ,39,149,F,18169,2017-06-08T12:15:30+08:00
Vanessa Ling,20,158,F,8869,2019-11-05T13:15:30Z
Barry ,23,183,,26290,2014-02-15T11:14:30Z
Ben ,32,186,,10769,2020-05-29T21:15:30Z
Kenny Tam,49,157,F,20466,2020-10-01T10:15:30Z
Steven King,18,169,,79998,2017-06-08T12:15:30+08:00
Tom Law,63,181,,90819,2020-05-29T21:15:30Z
Vanessa Wong,16,178,,21464,2019-11-05T13:15:30Z
 Law,30,164,,59430,2014-02-15T11:14:30Z
John Law,17,172,M,87702,2020-05-29T21:15:30Z
Vanessa Wong,54,186,M,69516,2020-01-25T18:15:30Z
 Law,50,157,,31020,2017-06-08T12:15:30+08:00
 King,36,171,,19555,2020-01-25T18:15:30Z
Vanessa Ling,49,160,F,62112,2014-02-15T11:14:30+01:00
Ben Fisher,72,177,M,74190,2015-07-15T15:15:30+05:00
Barry ,16,188,M,9889,2017-06-08T12:15:30Z
Tommy Parker,48,142,M,62995,2020-01-25T18:15:30Z
Ben Ginger,29,141,F,50046,2014-02-15T11:14:30+01:00
Barry Chan,50,171,,95180,2014-02-15T11:14:30Z
Steven Ginger,30,164,,53572,2014-02-15T11:14:30Z
John Bohi,64,186,,80138,2020-05-29T21:15:30+08:00
Tom Law,22,160,M,13534,2014-02-15T11:14:30+01:00
May Ling,70,144,F,52944,2020-09-01T13:15:30Z
Kenny ,35,174,F,29475,2020-09-01T13:15:30Z
 King,26,164,F,52292,2014-02-15T11:14:30+01:00
 Parker,38,183,F,10073,2020-01-25T18:15:30+08:00
John Tam,47,185,F,18159,2020-10-01T10:15:30Z
Tom Parker,38,159,,74525,2020-09-01T13:15:30Z
Barry ,19,150,F,47027,2019-08-23T01:01:30Z
 Bohi,70,169,F,24217,2019-01-15T13:15:30Z
Barry Fisher,32,140,F,96677,2014-02-15T11:14:30+01:00
May Bohi,62,186,M,86169,2020-01-25T18:15:30+08:00
Tommy Tam,53,156,M,37277,2019-01-15T13:15:30Z
Kenny Ling,32,144,F,24229,2017-06-08T12:15:30Z
 Law,61,162,M,25579,2014-02-15T11:14:30Z
David King,80,146,M,77353,2020-09-01T13:15:30Z
Tommy Fisher,70,144,,64776,2020-09-01T13:15:30Z
Barry Fisher,50,143,F,54711,2020-10-01T10:15:30Z
Vanessa Chan,51,173,M,59086,2014-02-15T11:14:30+01:00
May Bohi,77,170,F,18752,2019-11-05T13:15:30Z
Tom Law,78,146,F,68786,2014-02-15T11:14:30Z
 Fisher,45,158,F,92390,2014-02-15T11:14:30+01:00
David ,10,152,,479,2020-01-25T18:15:30Z
Kenny Parker,35,188,M,80666,2019-11-05T13:15:30Z
Tommy Chan,28,186,,69997,2014-02-15T11:14:30+01:00
Tom Law,51,152,,38179,2020-01-25T18:15:30+08:00
Tom Ginger,35,175,M,60255,2015-07-15T15:15:30Z
David Tam,18,153,F,42115,2017-06-08T12:15:30Z
May ,32,160,,17989,2020-01-25T18:15:30Z
Tom Ginger,70,154,M,80781,2017-06-08T12:15:30Z
 Fisher,17,184,,13700,2020-01-25T18:15:30+08:00
Tom Parker,55,180,,10653,2019-08-23T01:01:30Z
 Tam,46,147,,3339,2017-06-08T12:15:30Z
Vanessa Ling,68,183,M,13640,2020-05-29T21:15:30Z
 Chan,34,148,M,85429,2020-05-29T21:15:30+08:00
Tommy Ling,47,154,F,6979,2017-06-08T12:15:30+08:00
Tom Wong,64,161,,80970,2019-11-05T13:15:30Z
Tom Wong,67,150,M,63718,2020-01-25T18:15:30Z
Steven Law,62,140,,80372,2019-08-23T01:01:30Z
John Chan,32,148,M,53671,2015-07-15T15:15:30+05:00
Vanessa Law,25,162,,97425,2017-06-08T12:15:30+08:00
John Fisher,40,175,,85637,2020-10-01T10:15:30Z
John Law,21,168,F,68331,2020-05-29T21:15:30+08:00
Steven Ginger,45,158,F,44013,2014-02-15T11:14:30Z
Ben Ling,28,181,,27434,2020-01-25T18:15:30+08:00
Tom Wong,55,157,F,2707,2019-08-23T01:01:30Z
May Fisher,56,162,M,21302,2020-05-29T21:15:30Z
Tom Ling,35,155,M,95123,2014-02-15T11:14:30Z
John Ling,20,173,M,10000,2019-08-23T01:01:30Z
Ben Ginger,69,182,F,35,2017-06-08T12:15:30Z
Tommy Chan,80,157,,48518,2020-05-29T21:15:30Z
David Tam,59,180,M,51902,2020-01-25T18:15:30+08:00
Kenny ,37,162,,10331,2020-05-29T21:15:30Z
Tom ,68,173,,68426,2017-06-08T12:15:30Z
Ben ,74,152,,54090,2015-07-15T15:15:30+05:00
Kenny Tam,47,158,M,76786,2020-09-01T13:15:30Z
Tom Fisher,75,174,M,93750,2014-02-15T11:14:30Z
Barry ,65,182,F,5690,2019-08-23T01:01:30Z
Tommy Bohi,36,177,M,4295,2020-01-25T18:15:30Z
 ,39,147,F,11949,2019-08-23T01:01:30Z
Steven Wong,28,188,F,83111,2014-02-15T11:14:30+01:00
Barry Fisher,73,163,,99048,2014-02-15T11:14:30+01:00
Steven Wong,16,161,,87969,2019-11-05T13:15:30Z
Barry King,70,140,M,95436,2020-01-25T18:15:30+08:00
Tom Fisher,61,186,,12158,2020-05-29T21:15:30+08:00
Ben Wong,14,146,F,36810,2014-02-15T11:14:30+01:00
Ben Fisher,23,186,F,3377,2019-08-23T01:01:30Z
John Parker,52,190,F,5706,2014-02-15T11:14:30Z
John Parker,23,149,F,91381,2019-11-05T13:15:30Z
Barry Ling,70,169,,61568,2020-05-29T21:15:30+08:00
May Chan,29,140,F,36751,2019-01-15T13:15:30Z
Tom ,65,145,F,8227,2020-05-29T21:15:30+08:00
Kenny Wong,45,140,F,52295,2020-10-01T10:15:30Z
Kenny Parker,69,189,M,26559,2020-10-01T10:15:30Z
 ,71,186,,51623,2020-09-01T13:15:30Z
Tommy Wong,48,179,F,96430,2015-07-15T15:15:30+05:00
Kenny Law,45,177,M,12543,2020-05-29T21:15:30Z
May Fisher,78,151,F,12765,2020-10-01T10:15:30Z
Barry Chan,57,153,M,16916,2020-05-29T21:15:30Z
David Ling,46,171,M,91955,2019-01-15T13:15:30Z
Tommy Parker,70,148,M,98867,2020-05-29T21:15:30Z
Ben Bohi,41,151,M,34985,2020-09-01T13:15:30Z
Steven Law,51,165,M,96214,2019-11-05T13:15:30Z
Steven Ling,41,166,M,32488,2014-02-15T11:14:30Z
Ben Bohi,65,172,M,81979,2020-05-29T21:15:30+08:00
Steven King,22,187,M,67862,2020-01-25T18:15:30+08:00
May ,68,175,F,80219,2017-06-08T12:15:30+08:00
Tom ,46,159,,20488,2020-05-29T21:15:30+08:00
John Parker,58,172,,7353,2019-01-15T13:15:30Z
Tommy Ling,27,163,,88504,2020-01-25T18:15:30+08:00
David Ginger,29,178,M,4163,2020-10-01T10:15:30Z
Ben Wong,27,142,M,2800,2019-08-23T01:01:30Z
 Parker,63,144,M,97044,2020-05-29T21:15:30Z
Vanessa Law,33,183,M,16393,2015-07-15T15:15:30+05:00
Steven Ling,78,178,M,82584,2020-01-25T18:15:30Z
John Fisher,27,176,,64610,2015-07-15T15:15:30Z
May Ling,16,147,F,66432,2019-11-05T13:15:30Z
David Parker,29,180,M,92826,2019-08-23T01:01:30Z
 ,73,153,M,84302,2020-09-01T13:15:30Z
Vanessa Law,80,169,,23587,2019-08-23T01:01:30Z
May Parker,25,173,M,12266,2020-09-01T13:15:30Z
Steven Fisher,26,167,,486,2017-06-08T12:15:30Z
Vanessa Tam,54,184,,3657,2019-01-15T13:15:30Z
Kenny Fisher,22,154,F,32853,2014-02-15T11:14:30Z
Tom Tam,22,190,M,10927,2014-02-15T11:14:30+01:00
 ,16,179,F,57391,2020-10-01T10:15:30Z
Kenny Bohi,60,153,F,94300,2020-10-01T10:15:30Z
Kenny Tam,43,180,M,95589,2020-01-25T18:15:30Z
Barry Fisher,38,160,F,76396,2020-01-25T18:15:30Z
Barry Ginger,18,145,F,36645,2020-09-01T13:15:30Z
Tommy Wong,72,178,,91202,2014-02-15T11:14:30+01:00
Kenny Fisher,74,168,,99967,2020-09-01T13:15:30Z
May Ginger,30,173,M,47486,2020-09-01T13:15:30Z
Barry Tam,76,165,M,14325,2017-06-08T12:15:30+08:00
Kenny ,36,158,F,82237,2015-07-15T15:15:30+05:00
Tommy Wong,57,160,,15740,2014-02-15T11:14:30+01:00
 Bohi,76,153,,92842,2015-07-15T15:15:30+05:00
Vanessa Bohi,36,155,F,82300,2014-02-15T11:14:30+01:00
May Law,36,180,F,68069,2020-01-25T18:15:30Z
David Wong,38,172,F,26658,2020-09-01T13:15:30Z
Tommy Ling,34,172,M,23112,2020-05-29T21:15:30Z
Vanessa Fisher,26,175,M,33876,2020-01-25T18:15:30Z
David King,79,160,M,45299,2020-09-01T13:15:30Z
John Chan,54,152,M,65534,2019-01-15T13:15:30Z
John Bohi,55,157,M,61037,2020-09-01T13:15:30Z
Steven Law,32,157,,63547,2020-01-25T18:15:30+08:00
May Law,37,167,M,27919,2015-07-15T15:15:30+05:00
May Fisher,45,168,,70358,2014-02-15T11:14:30Z
Vanessa ,40,165,F,13163,2019-01-15T13:15:30Z
David Tam,51,172,M,12172,2019-08-23T01:01:30Z
Tom Chan,40,161,,52841,2017-06-08T12:15:30Z
Kenny Ginger,44,190,F,95146,2014-02-15T11:14:30+01:00
Vanessa Parker,16,146,F,9247,2020-01-25T18:15:30Z
May Chan,27,149,M,43839,2019-11-05T13:15:30Z
Steven King,49,172,,20193,2017-06-08T12:15:30+08:00
Vanessa Fisher,18,149,,82817,2019-11-05T13:15:30Z
 Chan,60,149,F,80352,2020-09-01T13:15:30Z
Tommy Ginger,57,161,F,94669,2020-05-29T21:15:30+08:00
 King,25,154,M,57110,2020-09-01T13:15:30Z
 Chan,23,184,M,82373,2014-02-15T11:14:30+01:00
Barry Bohi,36,161,,28689,2020-10-01T10:15:30Z
David Ginger,30,155,,94983,2019-08-23T01:01:30Z
Ben Ginger,66,188,,18552,2020-09-01T13:15:30Z
Kenny Tam,13,161,M,7536,2015-07-15T15:15:30+05:00
Tommy Parker,51,143,F,47593,2017-06-08T12:15:30+08:00
Ben ,43,149,,74700,2017-06-08T12:15:30+08:00
May Law,26,141,,55079,2017-06-08T12:15:30+08:00
John Ginger,53,185,M,18289,2017-06-08T12:15:30Z
Steven Law,28,178,F,46599,2017-06-08T12:15:30Z
Tommy Ginger,14,180,,30416,2020-01-25T18:15:30+08:00
Tom Law,10,154,F,6182,2017-06-08T12:15:30+08:00
Vanessa Tam,71,190,,88356,2019-08-23T01:01:30Z
 Bohi,78,167,M,42764,2017-06-08T12:15:30+08:00
May Ling,54,144,F,14838,2019-01-15T13:15:30Z
Kenny Wong,22,174,F,38336,2020-09-01T13:15:30Z
David King,26,148,M,89920,2020-09-01T13:15:30Z
John Fisher,48,180,,97593,2019-01-15T13:15:30Z
Vanessa Chan,70,144,M,17406,2019-01-15T13:15:30Z
May Chan,75,144,,42080,2020-05-29T21:15:30Z
Vanessa Law,50,163,,51335,2019-11-05T13:15:30Z
 Chan,49,166,F,53150,2019-11-05T13:15:30Z
Ben Bohi,71,169,F,34186,2014-02-15T11:14:30+01:00
Tom Bohi,38,163,,1451,2020-05-29T21:15:30+08:00
Vanessa Ling,50,159,M,48073,2020-01-25T18:15:30Z
Kenny Ginger,47,152,,47062,2020-05-29T21:15:30+08:00
 Parker,17,175,,56669,2019-08-23T01:01:30Z
May Chan,37,171,F,99957,2020-09-01T13:15:30Z
David Ling,12,171,M,70150,2019-11-05T13:15:30Z
Tommy Ginger,74,164,F,65146,2014-02-15T11:14:30Z
Vanessa Bohi,77,153,,22639,2019-08-23T01:01:30Z
May Ling,19,155,,68526,2019-08-23T01:01:30Z
May ,76,160,F,96494,2020-01-25T18:15:30+08:00
Kenny Law,41,172,,45308,2014-02-15T11:14:30+01:00
May Wong,34,175,M,5748,2020-05-29T21:15:30Z
 Bohi,54,169,,58289,2017-06-08T12:15:30+08:00
Tom Fisher,73,167,,23103,2019-01-15T13:15:30Z
Ben Law,72,164,,95841,2019-01-15T13:15:30Z
Ben Bohi,25,158,M,15493,2014-02-15T11:14:30Z
Vanessa Ling,11,156,M,38756,2020-01-25T18:15:30+08:00
Steven Chan,65,181,M,96009,2019-08-23T01:01:30Z
Ben Bohi,44,171,M,60995,2020-09-01T13:15:30Z
Kenny Bohi,11,188,,21058,2019-11-05T13:15:30Z
David Chan,10,157,M,73576,2020-10-01T10:15:30Z
Kenny Chan,55,168,,95313,2017-06-08T12:15:30+08:00
Tom Law,11,148,M,9366,2019-01-15T13:15:30Z
David Chan,55,168,,56010,2015-07-15T15:15:30Z
Vanessa King,34,167,F,42886,2020-05-29T21:15:30Z
Tommy Parker,52,188,F,20517,2020-01-25T18:15:30+08:00
Steven ,32,142,F,53592,2020-09-01T13:15:30Z
David Fisher,43,143,,46741,2020-05-29T21:15:30Z
Tommy Fisher,14,174,,28196,2019-08-23T01:01:30Z
John Wong,34,163,F,13056,2017-06-08T12:15:30+08:00
Barry Law,44,169,M,21559,2015-07-15T15:15:30+05:00
Barry Bohi,25,183,,41292,2020-09-01T13:15:30Z
 Tam,80,182,F,82384,2020-01-25T18:15:30+08:00
 Tam,69,182,M,58133,2014-02-15T11:14:30Z
John Law,51,157,F,40337,2014-02-15T11:14:30Z
Steven Ling,57,156,M,1297,2020-01-25T18:15:30Z
Barry Chan,56,189,,86992,2019-11-05T13:15:30Z
Vanessa Law,19,143,F,87518,2017-06-08T12:15:30+08:00
May Ling,65,159,M,70624,2020-05-29T21:15:30+08:00
Tommy Bohi,21,178,,64937,2020-01-25T18:15:30Z
Kenny Wong,25,156,,17447,2020-10-01T10:15:30Z
John Tam,70,161,M,39242,2019-11-05T13:15:30Z
Tommy Tam,22,161,F,8817,2014-02-15T11:14:30+01:00
Barry King,53,164,M,65102,2015-07-15T15:15:30Z
John ,35,164,,1308,2015-07-15T15:15:30+05:00
Ben Parker,15,154,F,86019,2020-01-25T18:15:30+08:00
Vanessa King,73,154,,37572,2020-05-29T21:15:30+08:00
Steven Ling,80,159,M,32692,2019-08-23T01:01:30Z
David Wong,22,188,F,44074,2020-10-01T10:15:30Z
 Ginger,28,148,,62433,2019-01-15T13:15:30Z
Tom ,38,161,,32647,2020-05-29T21:15:30+08:00
Barry King,45,183,M,92543,2017-06-08T12:15:30+08:00
Vanessa Ginger,63,152,M,40345,2017-06-08T12:15:30Z
Kenny Parker,60,148,,63804,2017-06-08T12:15:30Z
 Law,40,162,,61833,2017-06-08T12:15:30+08:00
Vanessa Law,28,175,,46284,2017-06-08T12:15:30Z
Kenny Ling,68,174,M,8918,2019-01-15T13:15:30Z
Steven Bohi,31,144,F,73885,2020-01-25T18:15:30Z
May Wong,14,187,,93330,2014-02-15T11:14:30Z
David Chan,35,162,,89614,2020-10-01T10:15:30Z
 Chan,12,149,F,31389,2015-07-15T15:15:30+05:00
John Bohi,27,164,F,80394,2017-06-08T12:15:30Z
Vanessa Wong,26,156,,612,2015-07-15T15:15:30Z
Tom ,62,141,,80542,2015-07-15T15:15:30+05:00
David Wong,67,150,,15339,2020-10-01T10:15:30Z
Steven Parker,17,175,F,82845,2015-07-15T15:15:30+05:00
 Bohi,77,160,,43406,2014-02-15T11:14:30Z
Tom Bohi,72,152,F,48293,2015-07-15T15:15:30Z
Tom Ling,48,157,F,74321,2020-05-29T21:15:30+08:00
May Bohi,63,160,,89728,2014-02-15T11:14:30+01:00
David Wong,12,188,M,93419,2015-07-15T15:15:30Z
Kenny Parker,34,170,M,21658,2017-06-08T12:15:30Z
Vanessa ,63,152,M,73348,2020-10-01T10:15:30Z
Steven King,51,174,,45293,2015-07-15T15:15:30Z
May King,20,170,,63024,2019-01-15T13:15:30Z
Tom Chan,22,177,F,98740,2020-01-25T18:15:30Z
Steven Ling,73,142,M,10770,2020-01-25T18:15:30Z
Steven Ginger,20,148,M,56251,2019-08-23T01:01:30Z
 Chan,18,162,M,70090,2019-11-05T13:15:30Z
Barry ,14,149,M,94092,2019-11-05T13:15:30Z
David Fisher,54,149,F,78125,2020-01-25T18:15:30Z
Kenny Fisher,62,146,,36436,2020-05-29T21:15:30+08:00
Tommy Parker,67,152,F,15160,2015-07-15T15:15:30+05:00
Ben Fisher,25,186,,42902,2017-06-08T12:15:30Z
Tommy King,40,143,M,36566,2020-01-25T18:15:30Z
Vanessa Ling,71,178,,67647,2019-01-15T13:15:30Z
Vanessa Chan,54,169,,66937,2015-07-15T15:15:30Z
Barry Parker,28,146,M,9993,2015-07-15T15:15:30Z
Barry Tam,58,190,F,3133,2020-05-29T21:15:30Z
Ben Fisher,71,150,M,72492,2020-05-29T21:15:30Z
Tommy Tam,37,156,,1654,2019-08-23T01:01:30Z
John Ginger,41,174,F,23211,2020-01-25T18:15:30+08:00
Barry Tam,42,158,,71595,2020-05-29T21:15:30+08:00
Barry Tam,58,149,,14390,2014-02-15T11:14:30Z
John Bohi,14,166,F,82088,2020-01-25T18:15:30Z
Steven Chan,63,166,,81337,2020-05-29T21:15:30Z
Barry Chan,38,152,M,38861,2020-05-29T21:15:30Z
Tom Wong,23,164,,1012,2020-09-01T13:15:30Z
May Fisher,23,146,M,29944,2020-05-29T21:15:30+08:00
Tom Ginger,78,165,,96266,2020-01-25T18:15:30Z
 ,51,162,,45766,2014-02-15T11:14:30+01:00
Ben Ginger,38,141,M,96288,2020-10-01T10:15:30Z
 Tam,17,151,,46258,2014-02-15T11:14:30+01:00
Ben Ling,26,142,F,6831,2020-10-01T10:15:30Z
Vanessa Parker,69,187,M,81418,2014-02-15T11:14:30Z
Tom Ling,16,164,,29984,2019-01-15T13:15:30Z
Barry Parker,57,146,F,94589,2020-01-25T18:15:30+08:00
John Law,49,160,,33072,2020-09-01T13:15:30Z
 Wong,48,147,M,69093,2020-09-01T13:15:30Z
Steven Law,54,150,,40210,2014-02-15T11:14:30+01:00
Ben Bohi,44,167,F,80881,2017-06-08T12:15:30Z
May Parker,68,174,,99653,2017-06-08T12:15:30+08:00
Kenny King,14,168,F,85711,2020-01-25T18:15:30+08:00
Ben Parker,27,144,,36861,2015-07-15T15:15:30Z
Tom Tam,13,171,,37121,2020-05-29T21:15:30+08:00
David Wong,29,172,M,57809,2019-01-15T13:15:30Z
Ben Bohi,46,157,F,56601,2017-06-08T12:15:30+08:00
 Bohi,25,165,,16921,2014-02-15T11:14:30Z
Kenny Tam,47,165,M,9747,2017-06-08T12:15:30+08:00
Vanessa King,57,190,F,91766,2015-07-15T15:15:30Z
 ,61,164,,39002,2020-10-01T10:15:30Z
Steven Fisher,57,175,,31467,2014-02-15T11:14:30Z
May ,71,141,F,43268,2020-09-01T13:15:30Z
May Tam,65,146,F,2999,2019-08-23T01:01:30Z
David Parker,75,153,,96865,2019-08-23T01:01:30Z
Kenny Parker,79,149,,17781,2020-05-29T21:15:30+08:00
Barry Wong,46,178,F,64862,2017-06-08T12:15:30Z
May Tam,76,149,,541,2020-09-01T13:15:30Z
 Tam,54,160,F,82836,2020-01-25T18:15:30Z
Tom Ginger,25,179,F,61123,2020-01-25T18:15:30+08:00
Steven Tam,38,169,,20468,2020-05-29T21:15:30+08:00
Tommy Ginger,41,164,F,61352,2019-11-05T13:15:30Z
David Fisher,26,166,,63861,2019-11-05T13:15:30Z
Barry Chan,54,157,M,82466,2020-05-29T21:15:30Z
Tommy ,74,152,F,79912,2020-01-25T18:15:30Z
May Ginger,31,183,M,12659,2019-01-15T13:15:30Z
Ben Law,30,156,F,1975,2019-08-23T01:01:30Z
 Fisher,30,166,M,23641,2019-11-05T13:15:30Z
Vanessa Tam,41,184,F,33845,2020-01-25T18:15:30+08:00
Kenny ,42,142,F,72418,2017-06-08T12:15:30Z
 Fisher,24,148,F,46222,2014-02-15T11:14:30+01:00
May King,68,163,M,59925,2020-05-29T21:15:30+08:00
Kenny King,59,161,M,26203,2020-05-29T21:15:30Z
Tommy Tam,57,168,,23568,2015-07-15T15:15:30Z
 Fisher,80,184,,14420,2017-06-08T12:15:30+08:00
Steven Ling,74,168,,73783,2019-08-23T01:01:30Z
Tom Fisher,28,150,,72040,2017-06-08T12:15:30+08:00
 Fisher,66,187,F,28431,2020-01-25T18:15:30Z
May Law,65,141,F,3279,2020-01-25T18:15:30Z
Tom Ginger,34,165,M,29259,2020-01-25T18:15:30Z
Tommy ,17,159,F,8155,2020-01-25T18:15:30+08:00
Ben Ginger,39,179,M,40025,2015-07-15T15:15:30Z
John Parker,44,144,,44207,2014-02-15T11:14:30Z
 Ginger,44,178,,1419,2020-10-01T10:15:30Z
May Parker,63,163,,231,2020-01-25T18:15:30Z
Kenny Ginger,51,152,M,57433,2020-05-29T21:15:30+08:00
Tommy ,32,180,F,57257,2019-01-15T13:15:30Z
Barry Wong,59,162,M,54593,2019-11-05T13:15:30Z
Kenny Ling,11,150,,2989,2020-09-01T13:15:30Z
 ,12,167,,39904,2020-01-25T18:15:30Z
Tom Ginger,32,140,,2777,2019-08-23T01:01:30Z
Vanessa Bohi,70,146,F,55784,2020-10-01T10:15:30Z
 King,34,140,,40664,2014-02-15T11:14:30Z
Barry Ling,21,171,F,7516,2019-11-05T13:15:30Z
May Chan,24,158,F,88671,2015-07-15T15:15:30+05:00
David Bohi,35,162,F,23079,2020-10-01T10:15:30Z
Tommy Ginger,21,155,,4590,2019-08-23T01:01:30Z
Vanessa Law,58,178,M,44312,2015-07-15T15:15:30+05:00
Tommy Tam,46,179,F,37985,2014-02-15T11:14:30+01:00
David Bohi,72,155,F,3025,2019-01-15T13:15:30Z
John Ginger,43,150,F,80931,2020-10-01T10:15:30Z
Tommy Tam,12,163,,30071,2019-08-23T01:01:30Z
Barry King,74,167,,73515,2020-10-01T10:15:30Z
Tommy King,40,185,F,26878,2015-07-15T15:15:30+05:00
Barry Parker,46,146,M,62028,2014-02-15T11:14:30Z
Kenny Wong,69,180,F,67738,2014-02-15T11:14:30Z
Ben ,46,149,F,60368,2015-07-15T15:15:30Z
Kenny Bohi,72,161,F,24815,2020-10-01T10:15:30Z
Tom Tam,41,172,M,68677,2020-01-25T18:15:30Z
Ben ,76,176,,80255,2020-01-25T18:15:30Z
May Fisher,48,169,,23667,2020-05-29T21:15:30Z
Barry Bohi,15,144,F,65581,2019-08-23T01:01:30Z
 Wong,71,154,M,44515,2020-09-01T13:15:30Z
Barry Bohi,48,165,M,49142,2020-01-25T18:15:30Z
Tommy Chan,22,170,,26751,2014-02-15T11:14:30Z
Tommy Fisher,72,154,M,98601,2014-02-15T11:14:30Z
May Ling,73,181,M,3409,2015-07-15T15:15:30+05:00
David Law,34,171,F,31322,2019-11-05T13:15:30Z
May Fisher,39,142,,45062,2019-08-23T01:01:30Z
John Tam,29,188,M,2579,2020-01-25T18:15:30+08:00
Ben Law,23,155,F,61172,2014-02-15T11:14:30+01:00
May Parker,28,149,M,30256,2020-10-01T10:15:30Z
Tommy Fisher,59,182,,87303,2020-01-25T18:15:30+08:00
Ben Fisher,15,163,,39812,2019-08-23T01:01:30Z
Barry Bohi,71,187,F,16346,2017-06-08T12:15:30+08:00
Ben Law,40,186,M,81962,2017-06-08T12:15:30+08:00
Kenny Chan,52,171,F,27801,2020-01-25T18:15:30+08:00
Tommy ,74,182,F,55267,2020-09-01T13:15:30Z
May Chan,26,166,M,45874,2014-02-15T11:14:30Z
Vanessa Fisher,79,160,F,82635,2019-08-23T01:01:30Z
Tommy Wong,63,184,,57414,2015-07-15T15:15:30+05:00
May King,62,149,F,54542,2020-05-29T21:15:30+08:00
Kenny Tam,80,180,M,85269,2020-10-01T10:15:30Z
John Ginger,39,148,,89645,2014-02-15T11:14:30+01:00
John King,58,190,F,33973,2014-02-15T11:14:30Z
Tommy Wong,78,143,F,63919,2020-01-25T18:15:30+08:00
 King,57,173,M,16826,2020-09-01T13:15:30Z
Steven Ginger,43,185,M,42306,2014-02-15T11:14:30Z
